Event, epi, step, time, tourCount, swapCount, nowScore, bestScore, sec 
learn begin ,1 ,1 ,1 ,1 ,0 ,54.3423 ,54.3423 ,0.000107
update best ,1 ,98 ,98 ,1 ,98 ,8.72791 ,8.72791 ,0.26527
local optima ,1 ,99 ,99 ,1 ,98 ,8.72791 ,8.72791 ,0.265338
new initTour ,1 ,99 ,99 ,2 ,0 ,56.1358 ,8.72791 ,0.265401
update best ,1 ,212 ,212 ,2 ,114 ,8.20678 ,8.20678 ,0.568861
local optima ,1 ,213 ,213 ,2 ,114 ,8.20678 ,8.20678 ,0.568926
new initTour ,1 ,213 ,213 ,3 ,0 ,56.4428 ,8.20678 ,0.568991
local optima ,1 ,312 ,312 ,3 ,99 ,8.74369 ,8.20678 ,0.859725
new initTour ,1 ,312 ,312 ,4 ,0 ,55.2817 ,8.20678 ,0.859787
local optima ,1 ,415 ,415 ,4 ,103 ,8.97706 ,8.20678 ,1.12589
new initTour ,1 ,415 ,415 ,5 ,0 ,58.2025 ,8.20678 ,1.12596
local optima ,1 ,525 ,525 ,5 ,110 ,8.90596 ,8.20678 ,1.45626
new initTour ,1 ,525 ,525 ,6 ,0 ,57.6584 ,8.20678 ,1.45632
local optima ,1 ,630 ,630 ,6 ,105 ,8.61764 ,8.20678 ,1.75457
new initTour ,1 ,630 ,630 ,7 ,0 ,57.9618 ,8.20678 ,1.75463
local optima ,1 ,732 ,732 ,7 ,102 ,8.52379 ,8.20678 ,2.06591
new initTour ,1 ,732 ,732 ,8 ,0 ,60.8684 ,8.20678 ,2.06601
local optima ,1 ,846 ,846 ,8 ,114 ,8.4032 ,8.20678 ,2.43422
new initTour ,1 ,846 ,846 ,9 ,0 ,56.0668 ,8.20678 ,2.43428
local optima ,1 ,954 ,954 ,9 ,108 ,8.61742 ,8.20678 ,2.72009
new initTour ,1 ,954 ,954 ,10 ,0 ,56.9027 ,8.20678 ,2.72016
local optima ,1 ,1061 ,1061 ,10 ,107 ,8.35293 ,8.20678 ,3.00682
new initTour ,1 ,1061 ,1061 ,11 ,0 ,54.8252 ,8.20678 ,3.00688
local optima ,1 ,1162 ,1162 ,11 ,101 ,8.64605 ,8.20678 ,3.28078
new initTour ,1 ,1162 ,1162 ,12 ,0 ,57.066 ,8.20678 ,3.28085
local optima ,1 ,1264 ,1264 ,12 ,102 ,8.76581 ,8.20678 ,3.59081
new initTour ,1 ,1264 ,1264 ,13 ,0 ,53.249 ,8.20678 ,3.59088
local optima ,1 ,1367 ,1367 ,13 ,103 ,8.33777 ,8.20678 ,3.84673
new initTour ,1 ,1367 ,1367 ,14 ,0 ,58.6455 ,8.20678 ,3.8468
local optima ,1 ,1486 ,1486 ,14 ,119 ,8.29524 ,8.20678 ,4.16565
new initTour ,1 ,1486 ,1486 ,15 ,0 ,53.9107 ,8.20678 ,4.16573
local optima ,1 ,1587 ,1587 ,15 ,101 ,8.24112 ,8.20678 ,4.43764
new initTour ,1 ,1587 ,1587 ,16 ,0 ,52.7307 ,8.20678 ,4.43771
local optima ,1 ,1692 ,1692 ,16 ,105 ,8.66046 ,8.20678 ,4.67648
new initTour ,1 ,1692 ,1692 ,17 ,0 ,54.305 ,8.20678 ,4.67655
update best ,1 ,1800 ,1800 ,17 ,109 ,8.11346 ,8.11346 ,4.94917
local optima ,1 ,1801 ,1801 ,17 ,109 ,8.11346 ,8.11346 ,4.94924
new initTour ,1 ,1801 ,1801 ,18 ,0 ,57.9942 ,8.11346 ,4.9493
local optima ,1 ,1906 ,1906 ,18 ,105 ,8.53488 ,8.11346 ,5.25947
new initTour ,1 ,1906 ,1906 ,19 ,0 ,59.0465 ,8.11346 ,5.25953
local optima ,1 ,2013 ,2013 ,19 ,107 ,8.59646 ,8.11346 ,5.5693
new initTour ,1 ,2013 ,2013 ,20 ,0 ,58.0475 ,8.11346 ,5.56936
local optima ,1 ,2117 ,2117 ,20 ,104 ,8.66137 ,8.11346 ,5.89031
new initTour ,1 ,2117 ,2117 ,21 ,0 ,57.1135 ,8.11346 ,5.89038
local optima ,1 ,2215 ,2215 ,21 ,98 ,9.01987 ,8.11346 ,6.19204
new initTour ,1 ,2215 ,2215 ,22 ,0 ,60.7155 ,8.11346 ,6.19211
local optima ,1 ,2323 ,2323 ,22 ,108 ,9.06871 ,8.11346 ,6.53904
new initTour ,1 ,2323 ,2323 ,23 ,0 ,55.4704 ,8.11346 ,6.53911
local optima ,1 ,2429 ,2429 ,23 ,106 ,8.51961 ,8.11346 ,6.83469
