Event, epi, step, time, tourCount, swapCount, nowScore, bestScore, sec 
learn begin ,1 ,1 ,1 ,1 ,0 ,54.366 ,54.366 ,0.000123
update best ,1 ,117 ,117 ,1 ,117 ,8.24135 ,8.24135 ,0.147403
local optima ,1 ,118 ,118 ,1 ,117 ,8.24135 ,8.24135 ,0.147481
new initTour ,1 ,118 ,118 ,2 ,0 ,55.2578 ,8.24135 ,0.147539
epi end ,1 ,201 ,201 ,2 ,83 ,9.48744 ,8.24135 ,0.303283
epi begin ,2 ,1 ,201 ,2 ,83 ,9.48744 ,8.24135 ,0.443901
local optima ,2 ,27 ,227 ,2 ,109 ,8.57935 ,8.24135 ,0.448258
new initTour ,2 ,27 ,227 ,3 ,0 ,58.0942 ,8.24135 ,0.44832
epi end ,2 ,201 ,401 ,3 ,174 ,29.4524 ,8.24135 ,1.13297
epi begin ,3 ,1 ,401 ,3 ,174 ,29.4524 ,8.24135 ,1.34695
epi end ,3 ,201 ,601 ,3 ,374 ,11.5866 ,8.24135 ,1.48651
epi begin ,4 ,1 ,601 ,3 ,374 ,11.5866 ,8.24135 ,1.66187
local optima ,4 ,44 ,644 ,3 ,417 ,8.96665 ,8.24135 ,1.67218
new initTour ,4 ,44 ,644 ,4 ,0 ,51.1395 ,8.24135 ,1.67223
epi end ,4 ,201 ,801 ,4 ,157 ,22.9253 ,8.24135 ,2.12329
epi begin ,5 ,1 ,801 ,4 ,157 ,22.9253 ,8.24135 ,2.3342
local optima ,5 ,190 ,990 ,4 ,346 ,8.85925 ,8.24135 ,2.44036
new initTour ,5 ,190 ,990 ,5 ,0 ,50.4712 ,8.24135 ,2.44042
epi end ,5 ,201 ,1001 ,5 ,11 ,43.7825 ,8.24135 ,2.49579
epi begin ,6 ,1 ,1001 ,5 ,11 ,43.7825 ,8.24135 ,2.64203
epi end ,6 ,201 ,1201 ,5 ,211 ,16.8479 ,8.24135 ,3.02717
epi begin ,7 ,1 ,1201 ,5 ,211 ,16.8479 ,8.24135 ,3.21133
local optima ,7 ,140 ,1340 ,5 ,350 ,8.8666 ,8.24135 ,3.26787
new initTour ,7 ,140 ,1340 ,6 ,0 ,52.1398 ,8.24135 ,3.26792
epi end ,7 ,201 ,1401 ,6 ,61 ,35.1635 ,8.24135 ,3.47636
epi begin ,8 ,1 ,1401 ,6 ,61 ,35.1635 ,8.24135 ,3.61981
epi end ,8 ,201 ,1601 ,6 ,261 ,17.1473 ,8.24135 ,3.91696
epi begin ,9 ,1 ,1601 ,6 ,261 ,17.1473 ,8.24135 ,4.07595
local optima ,9 ,134 ,1734 ,6 ,394 ,8.57802 ,8.24135 ,4.12769
new initTour ,9 ,134 ,1734 ,7 ,0 ,56.1085 ,8.24135 ,4.12774
epi end ,9 ,201 ,1801 ,7 ,67 ,35.125 ,8.24135 ,4.40364
epi begin ,10 ,1 ,1801 ,7 ,67 ,35.125 ,8.24135 ,4.55167
epi end ,10 ,201 ,2001 ,7 ,267 ,17.8073 ,8.24135 ,4.88983
epi begin ,11 ,1 ,2001 ,7 ,267 ,17.8073 ,8.24135 ,5.0644
local optima ,11 ,153 ,2153 ,7 ,419 ,8.67057 ,8.24135 ,5.12109
new initTour ,11 ,153 ,2153 ,8 ,0 ,54.8838 ,8.24135 ,5.12115
epi end ,11 ,201 ,2201 ,8 ,48 ,39.6924 ,8.24135 ,5.36352
epi begin ,12 ,1 ,2201 ,8 ,48 ,39.6924 ,8.24135 ,5.52692
epi end ,12 ,201 ,2401 ,8 ,248 ,20.703 ,8.24135 ,5.92966
epi begin ,13 ,1 ,2401 ,8 ,248 ,20.703 ,8.24135 ,6.11169
epi end ,13 ,201 ,2601 ,8 ,448 ,10.5475 ,8.24135 ,6.24091
epi begin ,14 ,1 ,2601 ,8 ,448 ,10.5475 ,8.24135 ,6.40476
local optima ,14 ,40 ,2640 ,8 ,487 ,9.03554 ,8.24135 ,6.41315
new initTour ,14 ,40 ,2640 ,9 ,0 ,52.4773 ,8.24135 ,6.41321
epi end ,14 ,201 ,2801 ,9 ,161 ,27.4269 ,8.24135 ,6.97773
epi begin ,15 ,1 ,2801 ,9 ,161 ,27.4269 ,8.24135 ,7.15917
epi end ,15 ,201 ,3001 ,9 ,361 ,14.0835 ,8.24135 ,7.36284
epi begin ,16 ,1 ,3001 ,9 ,361 ,14.0835 ,8.24135 ,7.51756
local optima ,16 ,123 ,3123 ,9 ,483 ,8.78865 ,8.24135 ,7.55652
new initTour ,16 ,123 ,3123 ,10 ,0 ,52.8173 ,8.24135 ,7.55658
epi end ,16 ,201 ,3201 ,10 ,78 ,36.8642 ,8.24135 ,7.94179
epi begin ,17 ,1 ,3201 ,10 ,78 ,36.8642 ,8.24135 ,8.13665
epi end ,17 ,201 ,3401 ,10 ,278 ,18.057 ,8.24135 ,8.46294
epi begin ,18 ,1 ,3401 ,10 ,278 ,18.057 ,8.24135 ,8.63264
local optima ,18 ,128 ,3528 ,10 ,405 ,8.69709 ,8.24135 ,8.68936
new initTour ,18 ,128 ,3528 ,11 ,0 ,56.6079 ,8.24135 ,8.68942
epi end ,18 ,201 ,3601 ,11 ,73 ,39.7795 ,8.24135 ,9.07883
epi begin ,19 ,1 ,3601 ,11 ,73 ,39.7795 ,8.24135 ,9.2773
epi end ,19 ,201 ,3801 ,11 ,273 ,16.8916 ,8.24135 ,9.59017
epi begin ,20 ,1 ,3801 ,11 ,273 ,16.8916 ,8.24135 ,9.7828
local optima ,20 ,178 ,3978 ,11 ,450 ,8.90633 ,8.24135 ,9.85495
new initTour ,20 ,178 ,3978 ,12 ,0 ,59.1906 ,8.24135 ,9.85501
epi end ,20 ,201 ,4001 ,12 ,23 ,52.661 ,8.24135 ,10.0166
epi begin ,21 ,1 ,4001 ,12 ,23 ,52.661 ,8.24135 ,10.2063
epi end ,21 ,201 ,4201 ,12 ,223 ,18.8291 ,8.24135 ,10.692
epi begin ,22 ,1 ,4201 ,12 ,223 ,18.8291 ,8.24135 ,10.8811
local optima ,22 ,164 ,4364 ,12 ,386 ,8.66674 ,8.24135 ,10.9563
new initTour ,22 ,164 ,4364 ,13 ,0 ,56.6632 ,8.24135 ,10.9564
epi end ,22 ,201 ,4401 ,13 ,37 ,47.6343 ,8.24135 ,11.1814
epi begin ,23 ,1 ,4401 ,13 ,37 ,47.6343 ,8.24135 ,11.3398
epi end ,23 ,201 ,4601 ,13 ,237 ,20.3972 ,8.24135 ,11.7833
epi begin ,24 ,1 ,4601 ,13 ,237 ,20.3972 ,8.24135 ,11.9908
local optima ,24 ,193 ,4793 ,13 ,429 ,9.01629 ,8.24135 ,12.0879
new initTour ,24 ,193 ,4793 ,14 ,0 ,52.5012 ,8.24135 ,12.0879
epi end ,24 ,201 ,4801 ,14 ,8 ,51.0415 ,8.24135 ,12.1426
epi begin ,25 ,1 ,4801 ,14 ,8 ,51.0415 ,8.24135 ,12.3211
epi end ,25 ,201 ,5001 ,14 ,208 ,25.0401 ,8.24135 ,12.9404
epi begin ,26 ,1 ,5001 ,14 ,208 ,25.0401 ,8.24135 ,13.1337
epi end ,26 ,201 ,5201 ,14 ,408 ,11.14 ,8.24135 ,13.2828
epi begin ,27 ,1 ,5201 ,14 ,408 ,11.14 ,8.24135 ,13.4591
local optima ,27 ,50 ,5250 ,14 ,457 ,8.40564 ,8.24135 ,13.4714
new initTour ,27 ,50 ,5250 ,15 ,0 ,53.9736 ,8.24135 ,13.4715
epi end ,27 ,201 ,5401 ,15 ,151 ,28.8979 ,8.24135 ,14.0809
